_id,글램핑 내부시설,기타 부대시설,기타 정보,기타 주변이용가능시설,문의처,바닥형태 (단위:면),사이트 간격,사이트 크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반 내부시설,캠프 이름,캠핑장 유형,캠핑장 환경,캠핑장비대여,홈페이지,화로대
1931,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,3 X 3 : 10개,소화기 (20),,"봄,여름,가을,겨울",평일+주말,,경기도파주시돌곶이길57(서패동178-18번지),글램핑시설(10면),,심학산야영장,글램핑,숲/민간,화로대,홈페이지바로가기새창으로,개별
1933,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-7687-5945,자갈 (44),,,소화기 (8),전화,"봄,여름,가을",평일+주말,"계곡물놀이,산책로",강원도인제군십이선녀탕길81-0십이선녀탕통나무집야영장,일반야영장(44면),,십이선녀탕통나무집야영장,자동차야영장,계곡/민간,,홈페이지바로가기새창으로,개별
1934,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-651-6886,파쇄석 (24),3M,"4 X 7 : 6개
7 X 7 : 20개",소화기 (20),,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",충청북도제천시백운면덕동리288,자동차야영장사이트(24면),,십자봉오토캠핑장,일반야영장,"숲,계곡/민간",,홈페이지바로가기새창으로,개별
1936,,,반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,테크 (7) 자갈 (13),,7 X 7 : 20개,소화기 (20),,"봄,여름,가을,겨울",평일+주말,"수상레저,어린이놀이시설",강원도인제군인제읍하추리216,일반야영장(20면),,싸리목캠핑장,자동차야영장,"산,숲/민간","릴선
화로대
난방기구
식기
침낭",홈페이지바로가기새창으로,개별
1937,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-6496-1770,파쇄석 (10),,6 X 8 : 10개,"소화기 (20)
방화수 (2)
방화사 (2)
화재감지기 (15)",온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,낚시,어린이놀이시설",충청북도괴산군칠성면쌍곡리156,일반야영장(10면),,쌍곡예당,일반야영장,"숲,계곡/민간",,홈페이지바로가기새창으로,
1940,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (76),3M,,"소화기 (38)
방화수 (2)",온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,운동장,낚시",충청북도괴산군청천면화양리148-4외3필지,자동차야영장사이트(76면),,써니밸리오토캠핑장,일반야영장,"산,숲,계곡/민간","릴선
화로대",홈페이지바로가기새창으로,개별
1941,,모래놀이터,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,061-665-0066,"잔디 (2)
파쇄석 (6)
테크 (3)",3M,6 X 6 : 11개,소화기 (7) 방화사 (1),전화,"봄,여름,가을,겨울",평일+주말,"산책로,수상레저,해수욕,청소년체험시설",전라남도여수시남면금오로1139써니아일랜드야영장,일반야영장(11면),,써니아일랜드야영장,일반야영장,"해변,섬/민간",,홈페이지바로가기새창으로,개별
1942,"침대
TV
에어컨
냉장고
난방기구",,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),트램펄린,010-8935-6607,,,,,전화,"봄,여름,가을,겨울",평일+주말,"강/물놀이,농어촌체험시설",강원도횡성군우천면하궁리843-1,글램핑시설(11면),,써니힐글램핑,글램핑,산/지자체,,홈페이지바로가기새창으로,개별
1943,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,"파쇄석 (80)
테크 (2)",3M,6 X 8 : 82개,소화기 (41),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,수상레저,낚시,어린이놀이시설",경상북도포항시남구호미곶면호미로1188썬빌리지펜션캠핑장,일반야영장(82면),,썬빌리지펜션캠핑장,일반야영장,해변/민간,,홈페이지바로가기새창으로,개별
1945,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"031-542-5420,010-6302-1973",,3M,,"소화기 (60)
방화사 (1)
화재감지기 (23)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,운동장,강/물놀이",경기도포천시이동면도평리538-6,글램핑시설(23면),,썬오브캠핑장,"일반야영장,글램핑","산,계곡/민간",,홈페이지바로가기새창으로,개별
1947,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,"온라인예약대기,현장","봄,여름,가을,겨울",평일+주말,,인천광역시강화군화도면해안남로2680-12씨사이드힐캠핑장,일반야영장(35면),,씨사이드힐캠핑장,일반야영장,해변/민간,,홈페이지바로가기새창으로,개별
1949,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8829-2770,"잔디 (2)
파쇄석 (19)",3M,,소화기 (12),전화,"봄,여름,가을",주말,산책로,충청북도청주시상당구낭성면호정대신로69-34씨앗골캠핑장,일반야영장(21면),,씨앗골캠핑장,일반야영장,숲/민간,,홈페이지바로가기새창으로,개별
1951,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,032-881-0750,,,,,전화,,,,경기안산시단원구대부황금로974-13(대부동동)씨엘관광농원,,,씨엘관광농원,자동차야영장,/지자체,,,
1955,"침대
에어컨
냉장고
난방기구
취사도구",,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-373-4752,테크 (10),,,"소화기 (10)
화재감지기 (10)",온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,낚시",강원도영월군수주면아래골길10아날로거무릉도원점,글램핑시설(10면),,아날로거무릉도원점,글램핑,계곡/민간,"릴선
화로대",홈페이지바로가기새창으로,개별
1957,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"070-8877-3499,010-3510-3499",테크 (13),3M,,소화기 (8),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,산책로,경상북도군위군부계면원효길1,일반야영장(13면) 글램핑시설(2면),,아날로그데이,자동차야영장,도심/민간,"난방기구
식기",홈페이지바로가기새창으로,개별
1958,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (20),,7 X 8 : 20개,소화기 (10),온라인실시간예약,"봄,여름,가을",평일+주말,계곡물놀이,강원횡성군갑천면어답산로162-33,자동차야영장사이트(19면) 글램핑시설(1면),,로드스타,"일반야영장,글램핑","숲,계곡/민간",,홈페이지바로가기새창으로,개별
1960,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",족구장,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,"잔디 (4)
파쇄석 (4)",,,"소화기 (10)
방화수 (2)",,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,강/물놀이",경기가평군가평읍당목가일길410-68,일반야영장(6면),,아담펜션&캠핑장,"자동차야영장,글램핑",산/민간,,홈페이지바로가기새창으로,개별
1961,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-772-7728,,,,,온라인실시간예약,,,,경상북도경주시하동253-1,,,아델리아,일반야영장,/민간,,홈페이지바로가기새창으로,
1970,,폭포,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-7446-9417,,,,소화기 (18),온라인실시간예약,"봄,여름,가을",,계곡물놀이,강원도동해시대진동대진1길47-2일원,,,아름다운캠프,일반야영장,/민간,"릴선
화로대
난방기구",홈페이지바로가기새창으로,개별
1982,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-534-3194,파쇄석 (36),3M,"7 X 9 : 24개
12 X 6 : 9개","소화기 (15)
화재감지기 (4)",,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",경기도포천시영북면산정호수로558,자동차야영장사이트(33면),,아버지의숲산정캠프,일반야영장,"산,숲,계곡/민간",,홈페이지바로가기새창으로,개별
1984,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (30),,9 X 10 : 30개,소화기 (7),,"봄,여름,가을",평일+주말,"계곡물놀이,청소년체험시설",강원도영월군북면덕상리548-1,자동차야영장사이트(30면),,아빠가만든캠핑장,일반야영장,산/민간,"텐트
릴선
화로대
난방기구",홈페이지바로가기새창으로,개별
1986,침대 에어컨 난방기구 내부화장실,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-8767-2376,,,,"소화기 (20)
화재감지기 (20)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"운동장,강/물놀이,농어촌체험시설",경상남도합천군삼가면동리외초길223아빠랑놀자,글램핑시설(20면),,아빠랑놀자,"일반야영장,글램핑",산/민간,,홈페이지바로가기새창으로,개별
1987,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5334-5085,,,,,전화,,,,경상북도청도군매전면당호리558-28,,,아빠의캠프,일반야영장,/지자체,,홈페이지바로가기새창으로,
1988,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (15),,5 X 9 : 15개,소화기 (17),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원도원주시신림면신림황둔로854아빠의캠핑장,일반야영장(15면) 글램핑시설(5면),,아빠의캠핑장,"자동차야영장,글램핑",계곡/민간,"릴선
화로대",홈페이지바로가기새창으로,개별
1989,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (10),3M,6 X 8 : 10개,소화기 (5),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",충북괴산군청천면괴산로부성1길15-22,자동차야영장사이트(10면),,아빠의나무야영장,일반야영장,"숲,계곡/민간",,홈페이지바로가기새창으로,개별
1990,,"낚시터, 민박",개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"043-532-9960,010-3744-4640","파쇄석 (30)
테크 (2)",3M,"7 X 7 : 30개
4 X 4 : 1개
5 X 9 : 1개",소화기 (16),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,수상레저,낚시,어린이놀이시설",충청북도진천군백곡면안구수길34-28구수리낚시터아빠캠핑가,일반야영장(32면),,아빠캠핑가오토캠핑장,자동차야영장,호수/민간,텐트,홈페이지바로가기새창으로,개별
